order_status,payment_value,payment_installments,payment_sequential,payment_type,TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
delivered,13151.00,1,1,boleto,3,13,21,34,2018,8,14,Tuesday
delivered,19269.00,1,1,boleto,5,10,14,24,2017,6,16,Friday
delivered,30455.00,1,1,boleto,18,37,-6,31,2017,6,12,Monday
delivered,33954.00,4,2,credit_card,2,11,27,38,2017,4,9,Sunday
delivered,21191.00,2,1,credit_card,3,16,14,30,2018,1,20,Saturday
delivered,9934.00,3,1,credit_card,2,20,4,24,2018,1,30,Tuesday
delivered,5111.00,1,1,boleto,4,7,15,22,2017,11,2,Thursday
delivered,8776.00,3,1,credit_card,2,3,1,4,2018,7,29,Sunday
delivered,934.00,1,10,voucher,1,8,5,13,2018,8,21,Tuesday
delivered,2039.00,1,1,boleto,1,2,10,12,2018,2,14,Wednseday
delivered,11485.00,1,1,boleto,2,5,11,16,2018,5,13,Sunday
delivered,34489.00,10,1,credit_card,2,6,16,22,2017,7,4,Tuesday
delivered,14212.00,1,1,voucher,2,11,11,22,2017,7,25,Tuesday
delivered,5679.00,1,1,boleto,1,12,17,29,2018,4,8,Sunday
delivered,9466.00,2,1,credit_card,5,13,14,27,2017,11,2,Thursday
delivered,87070.00,4,1,credit_card,6,7,8,15,2018,1,24,Wednseday
delivered,1465.00,1,1,credit_card,5,20,19,39,2018,5,12,Saturday
delivered,3354.00,1,1,credit_card,6,14,9,23,2018,8,7,Tuesday
delivered,19888.00,2,1,credit_card,1,3,17,20,2018,8,28,Tuesday
delivered,3223.00,1,1,credit_card,13,32,-12,20,2017,11,16,Thursday
delivered,2000.00,1,3,voucher,5,12,19,31,2017,10,13,Friday
delivered,6095.00,6,1,credit_card,5,10,13,23,2018,7,15,Sunday
delivered,25401.00,1,1,credit_card,4,12,12,24,2018,5,6,Sunday
delivered,9757.00,3,1,credit_card,4,11,11,22,2017,9,14,Thursday
delivered,9931.00,1,1,debit_card,18,31,-8,23,2017,4,17,Monday
delivered,16562.00,1,1,boleto,6,14,5,19,2018,2,28,Wednseday
delivered,15962.00,2,1,credit_card,4,7,18,25,2017,9,29,Friday
delivered,80472.00,3,1,credit_card,3,9,7,16,2018,7,24,Tuesday
delivered,21615.00,4,1,credit_card,3,12,19,31,2018,3,24,Saturday
delivered,11444.00,4,1,credit_card,2,18,8,26,2018,3,18,Sunday
delivered,12019.00,1,1,credit_card,3,18,3,21,2018,2,19,Monday
delivered,3469.00,1,1,credit_card,2,9,21,30,2017,9,25,Monday
delivered,8458.00,8,1,credit_card,4,9,20,29,2018,1,1,Monday
delivered,57400.00,6,1,credit_card,1,4,13,17,2017,9,10,Sunday
delivered,15056.00,3,1,credit_card,2,9,17,26,2017,7,15,Saturday
delivered,7798.00,4,1,credit_card,1,7,14,21,2018,5,15,Tuesday
delivered,2473.00,1,1,credit_card,1,7,21,28,2018,6,26,Tuesday
delivered,8245.00,1,1,boleto,3,27,-6,21,2018,5,15,Tuesday
delivered,5641.00,2,1,credit_card,10,20,45,65,2016,10,5,Wednseday
delivered,15599.00,4,1,credit_card,1,3,8,11,2017,8,14,Monday
delivered,8819.00,1,1,boleto,7,35,-14,21,2018,2,28,Wednseday
delivered,1963.00,1,1,credit_card,6,41,-20,21,2018,3,2,Friday
delivered,4286.00,2,1,credit_card,1,11,17,28,2018,4,9,Monday
delivered,15874.00,3,1,credit_card,4,16,1,17,2017,3,20,Monday
delivered,12834.00,1,1,credit_card,2,14,22,36,2017,8,30,Wednseday
delivered,4764.00,1,1,boleto,2,12,11,23,2017,9,13,Wednseday
delivered,16469.00,3,1,credit_card,1,6,15,21,2018,6,13,Wednseday
delivered,14151.00,1,1,boleto,2,7,12,19,2017,3,11,Saturday
delivered,8766.00,1,1,boleto,3,10,36,46,2018,8,17,Friday
delivered,4834.00,1,1,credit_card,5,22,4,26,2018,3,29,Thursday
delivered,9494.00,1,1,credit_card,28,49,1,50,2018,3,27,Tuesday
delivered,11888.00,1,1,boleto,3,16,8,24,2018,4,22,Sunday
delivered,6606.00,1,1,boleto,1,4,8,12,2018,7,19,Thursday
delivered,7359.00,3,1,credit_card,1,6,18,24,2018,2,25,Sunday
delivered,5122.00,1,1,credit_card,0,6,23,29,2018,1,4,Thursday
delivered,5500.00,1,1,boleto,1,8,27,35,2017,1,26,Thursday
delivered,8688.00,1,1,credit_card,5,13,16,29,2017,8,23,Wednseday
delivered,8370.00,4,1,credit_card,0,2,10,12,2018,2,14,Wednseday
delivered,5532.00,5,1,credit_card,1,16,0,16,2018,5,20,Sunday
delivered,9786.00,1,1,debit_card,4,12,10,22,2017,9,10,Sunday
delivered,30218.00,10,1,credit_card,3,6,9,15,2018,2,18,Sunday
delivered,11376.00,1,1,boleto,8,13,15,28,2017,7,18,Tuesday
delivered,3571.00,1,1,credit_card,3,13,36,49,2017,12,15,Friday
delivered,15316.00,4,1,credit_card,0,10,15,25,2018,4,20,Friday
delivered,3277.00,1,1,credit_card,6,14,14,28,2018,5,8,Tuesday
delivered,4409.00,1,1,credit_card,7,12,16,28,2018,6,21,Thursday
delivered,5900.00,1,1,boleto,2,13,16,29,2018,1,10,Wednseday
delivered,4068.00,2,1,credit_card,1,6,6,12,2018,3,8,Thursday
delivered,10778.00,1,1,credit_card,6,23,6,29,2018,2,11,Sunday
delivered,31375.00,4,1,credit_card,0,2,26,28,2018,2,21,Wednseday
delivered,8160.00,1,1,boleto,4,8,14,22,2017,4,20,Thursday
delivered,5639.00,1,1,boleto,6,20,8,28,2018,1,4,Thursday
delivered,888.00,1,4,voucher,1,5,10,15,2018,8,20,Monday
delivered,8637.00,1,1,debit_card,4,13,12,25,2018,8,9,Thursday
delivered,118.00,1,1,credit_card,25,26,29,55,2016,10,5,Wednseday
delivered,5237.00,1,1,boleto,2,6,13,19,2017,9,16,Saturday
delivered,14049.00,1,1,boleto,7,9,46,55,2017,1,17,Tuesday
delivered,6610.00,4,1,credit_card,2,3,9,12,2018,3,3,Saturday
delivered,5013.00,1,1,boleto,1,7,35,42,2018,6,6,Wednseday
delivered,3782.00,3,1,credit_card,8,9,13,22,2018,4,18,Wednseday
delivered,30830.00,1,1,voucher,2,7,16,23,2017,8,30,Wednseday
delivered,3835.00,1,1,boleto,2,19,13,32,2018,5,20,Sunday
delivered,6579.00,2,1,credit_card,8,11,48,59,2016,10,7,Friday
delivered,6118.00,6,1,credit_card,4,26,-5,21,2017,10,27,Friday
delivered,6009.00,1,1,credit_card,2,8,35,43,2018,6,3,Sunday
delivered,5573.00,5,1,credit_card,2,9,30,39,2017,10,21,Saturday
delivered,6563.00,1,1,credit_card,3,6,18,24,2017,9,29,Friday
delivered,11835.00,5,1,credit_card,2,13,14,27,2018,1,11,Thursday
delivered,6585.00,1,1,boleto,1,3,21,24,2018,6,25,Monday
delivered,2748.00,1,1,boleto,4,13,8,21,2018,5,11,Friday
delivered,1962.00,1,1,boleto,1,8,5,13,2018,7,4,Wednseday
delivered,41252.00,10,1,credit_card,2,8,15,23,2017,3,1,Wednseday
delivered,51290.00,1,1,boleto,4,8,19,27,2018,1,4,Thursday
delivered,16719.00,5,1,credit_card,13,24,5,29,2017,11,15,Wednseday
delivered,22904.00,2,1,credit_card,2,5,8,13,2017,7,8,Saturday
delivered,1884.00,1,1,voucher,3,36,-6,30,2017,9,5,Tuesday
delivered,8720.00,1,1,credit_card,2,5,9,14,2017,11,15,Wednseday
delivered,951.00,1,2,voucher,0,1,16,17,2018,4,23,Monday
delivered,6970.00,5,1,credit_card,0,5,17,22,2018,6,28,Thursday
delivered,14518.00,3,1,credit_card,4,39,-14,25,2018,3,31,Saturday
delivered,6031.00,1,1,boleto,0,5,14,19,2018,7,25,Wednseday
delivered,4434.00,2,1,credit_card,3,11,16,27,2018,6,8,Friday
delivered,12037.00,8,1,credit_card,1,8,18,26,2018,4,19,Thursday
delivered,7904.00,1,1,credit_card,0,26,2,28,2018,2,16,Friday
delivered,4158.00,1,1,boleto,14,25,-7,18,2017,10,27,Friday
delivered,1600.00,1,1,credit_card,2,22,3,25,2018,4,2,Monday
delivered,8876.00,1,1,credit_card,2,11,13,24,2018,1,30,Tuesday
delivered,22494.00,2,1,credit_card,15,16,5,21,2018,7,4,Wednseday
delivered,4609.00,2,1,credit_card,1,4,6,10,2018,7,30,Monday
delivered,4914.00,1,1,boleto,2,9,15,24,2017,7,15,Saturday
delivered,5257.00,4,1,credit_card,7,27,-5,22,2018,3,27,Tuesday
delivered,14870.00,2,1,credit_card,1,4,3,7,2018,8,23,Thursday
delivered,1200.00,1,6,voucher,1,4,9,13,2017,8,31,Thursday
delivered,4193.00,2,1,credit_card,5,6,10,16,2018,7,7,Saturday
delivered,39546.00,10,1,credit_card,2,19,8,27,2017,10,25,Wednseday
delivered,6201.00,3,1,credit_card,6,23,6,29,2018,2,4,Sunday
delivered,21993.00,4,1,credit_card,3,12,14,26,2018,5,11,Friday
delivered,23590.00,10,1,credit_card,3,9,20,29,2017,7,11,Tuesday
delivered,15730.00,1,1,voucher,4,9,14,23,2018,1,1,Monday
delivered,5945.00,5,1,credit_card,3,7,9,16,2018,7,14,Saturday
delivered,26459.00,3,1,credit_card,1,10,21,31,2017,6,6,Tuesday
delivered,52398.00,10,1,credit_card,6,13,16,29,2018,4,5,Thursday
delivered,15526.00,1,1,boleto,4,5,8,13,2017,5,26,Friday
delivered,10220.00,1,1,boleto,1,8,6,14,2018,5,15,Tuesday
delivered,29058.00,3,1,credit_card,3,26,-2,24,2017,12,3,Sunday
delivered,4009.00,4,1,credit_card,8,15,1,16,2017,9,19,Tuesday
delivered,11333.00,4,1,credit_card,1,13,14,27,2018,7,11,Wednseday
delivered,1446.00,1,2,voucher,6,12,15,27,2018,6,27,Wednseday
delivered,3738.00,1,1,boleto,2,3,17,20,2017,12,16,Saturday
delivered,24984.00,10,1,credit_card,3,13,11,24,2017,7,28,Friday
delivered,14458.00,2,1,credit_card,3,6,7,13,2018,7,31,Tuesday
delivered,14832.00,2,1,credit_card,1,8,24,32,2018,2,8,Thursday
delivered,5722.00,5,1,credit_card,1,6,8,14,2018,7,31,Tuesday
delivered,8020.00,1,1,credit_card,4,24,13,37,2018,1,13,Saturday
delivered,14443.00,1,1,voucher,1,6,16,22,2017,6,6,Tuesday
delivered,40687.00,1,1,credit_card,2,15,18,33,2018,1,7,Sunday
delivered,13980.00,1,1,credit_card,1,5,4,9,2018,5,20,Sunday
delivered,80747.00,10,1,credit_card,5,16,16,32,2018,7,21,Saturday
delivered,3596.00,1,1,voucher,1,15,6,21,2018,4,24,Tuesday
delivered,9693.00,1,1,credit_card,1,6,15,21,2018,5,15,Tuesday
delivered,182841.00,10,1,credit_card,4,6,12,18,2017,8,5,Saturday
delivered,19250.00,2,1,credit_card,5,25,8,33,2017,11,24,Friday
delivered,10010.00,5,1,credit_card,1,3,3,6,2018,8,15,Wednseday
delivered,10882.00,1,1,credit_card,3,8,9,17,2018,8,12,Sunday
delivered,20424.00,10,1,credit_card,11,32,8,40,2018,1,6,Saturday
delivered,10173.00,1,1,credit_card,3,15,6,21,2018,4,4,Wednseday
delivered,2000.00,1,3,voucher,1,7,11,18,2018,5,14,Monday
delivered,6503.00,1,1,credit_card,1,3,8,11,2018,6,18,Monday
delivered,4571.00,3,1,credit_card,11,11,40,51,2016,10,10,Monday
delivered,8683.00,2,1,credit_card,6,7,12,19,2017,7,20,Thursday
delivered,7000.00,1,1,boleto,1,2,10,12,2018,3,7,Wednseday
delivered,7351.00,1,1,boleto,1,37,-3,34,2018,1,4,Thursday
delivered,10000.00,1,2,voucher,1,2,13,15,2017,8,21,Monday
delivered,19269.00,2,1,credit_card,3,31,-1,30,2017,11,26,Sunday
delivered,14592.00,1,1,boleto,2,25,-2,23,2018,7,2,Monday
delivered,24119.00,2,1,credit_card,2,4,12,16,2018,8,4,Saturday
delivered,12553.00,6,1,credit_card,3,3,17,20,2018,3,24,Saturday
delivered,18594.00,2,1,credit_card,2,24,0,24,2017,11,12,Sunday
delivered,2000.00,1,3,voucher,1,8,16,24,2017,7,24,Monday
delivered,6449.00,1,1,credit_card,2,24,2,26,2018,4,15,Sunday
delivered,19500.00,8,1,credit_card,2,5,18,23,2018,1,22,Monday
delivered,7658.00,3,1,credit_card,2,7,15,22,2017,8,2,Wednseday
delivered,4639.00,1,1,credit_card,5,11,10,21,2017,3,10,Friday
delivered,9885.00,1,1,credit_card,8,13,5,18,2017,5,21,Sunday
delivered,3268.00,1,1,credit_card,7,13,14,27,2017,9,6,Wednseday
delivered,67158.00,3,1,credit_card,12,16,3,19,2018,8,1,Wednseday
delivered,10528.00,4,1,credit_card,4,25,2,27,2017,8,18,Friday
delivered,5719.00,3,1,credit_card,4,13,20,33,2017,11,24,Friday
delivered,18801.00,5,1,credit_card,1,7,10,17,2017,9,5,Tuesday
delivered,19558.00,2,1,credit_card,3,9,30,39,2017,3,18,Saturday
delivered,3213.00,1,1,boleto,1,8,4,12,2018,5,20,Sunday
delivered,2913.00,2,1,credit_card,0,7,7,14,2018,8,16,Thursday
delivered,5269.00,1,1,credit_card,4,6,6,12,2017,7,16,Sunday
delivered,35613.00,4,1,credit_card,1,14,4,18,2018,1,4,Thursday
delivered,22085.00,1,1,credit_card,5,10,10,20,2017,12,7,Thursday
delivered,10412.00,10,1,credit_card,4,5,8,13,2017,6,22,Thursday
delivered,3263.00,1,1,credit_card,1,8,22,30,2017,12,18,Monday
delivered,36038.00,1,1,boleto,3,12,13,25,2017,6,2,Friday
delivered,12180.00,10,1,credit_card,5,11,19,30,2018,3,24,Saturday
delivered,5815.00,2,1,credit_card,6,12,8,20,2018,4,21,Saturday
delivered,4830.00,1,1,credit_card,6,17,14,31,2017,5,26,Friday
delivered,16344.00,8,1,credit_card,3,10,9,19,2018,7,20,Friday
delivered,11862.00,5,1,credit_card,11,18,30,48,2018,8,11,Saturday
delivered,5122.00,1,1,boleto,6,7,15,22,2018,3,29,Thursday
delivered,3480.00,1,1,credit_card,1,8,13,21,2018,1,16,Tuesday
delivered,16541.00,10,1,credit_card,1,10,19,29,2018,4,24,Tuesday
delivered,13776.00,1,1,boleto,7,8,8,16,2018,6,13,Wednseday
delivered,3672.00,1,1,credit_card,0,1,13,14,2017,11,8,Wednseday
delivered,3801.00,1,1,credit_card,1,3,7,10,2018,4,3,Tuesday
delivered,9290.00,2,1,credit_card,1,7,9,16,2018,8,21,Tuesday
delivered,11230.00,5,1,credit_card,16,17,5,22,2017,11,5,Sunday
delivered,8527.00,1,1,credit_card,7,19,21,40,2017,4,20,Thursday
delivered,5000.00,1,10,voucher,1,3,0,3,2018,8,21,Tuesday
delivered,3190.00,1,1,boleto,2,26,0,26,2017,4,23,Sunday
delivered,8341.00,3,1,credit_card,1,3,11,14,2018,5,1,Tuesday
delivered,21360.00,8,1,credit_card,2,6,24,30,2017,2,15,Wednseday
delivered,12548.00,2,1,credit_card,1,9,18,27,2017,11,30,Thursday
delivered,15897.00,3,1,credit_card,5,16,15,31,2017,11,11,Saturday
delivered,10819.00,2,1,credit_card,2,6,14,20,2018,8,7,Tuesday
delivered,4650.00,1,1,credit_card,7,10,4,14,2017,11,24,Friday
delivered,25062.00,10,1,credit_card,3,10,11,21,2018,5,4,Friday
delivered,5268.00,1,1,credit_card,1,6,8,14,2018,2,8,Thursday
delivered,5272.00,1,1,boleto,1,1,22,23,2017,6,18,Sunday
delivered,11536.00,2,1,credit_card,10,15,8,23,2017,3,4,Saturday
delivered,4401.00,1,1,boleto,5,6,11,17,2017,8,27,Sunday
delivered,30746.00,1,1,debit_card,2,21,11,32,2018,3,5,Monday
delivered,39731.00,10,1,credit_card,13,15,-2,13,2017,10,11,Wednseday
delivered,7319.00,1,1,credit_card,2,8,5,13,2017,7,25,Tuesday
delivered,6327.00,2,1,credit_card,1,2,14,16,2018,1,31,Wednseday
delivered,20552.00,1,1,boleto,1,26,-4,22,2018,2,25,Sunday
delivered,13566.00,1,1,credit_card,2,8,14,22,2018,7,17,Tuesday
delivered,16479.00,8,1,credit_card,1,9,8,17,2018,8,19,Sunday
delivered,9023.00,1,1,credit_card,0,6,19,25,2017,6,2,Friday
delivered,2942.00,1,1,credit_card,5,6,7,13,2017,10,12,Thursday
delivered,10204.00,7,1,credit_card,4,6,12,18,2018,4,29,Sunday
delivered,18586.00,10,1,credit_card,6,11,8,19,2017,8,31,Thursday
delivered,11855.00,2,1,credit_card,6,9,5,14,2018,3,28,Wednseday
delivered,7891.00,1,1,credit_card,4,14,20,34,2017,6,15,Thursday
delivered,4743.00,2,1,credit_card,5,19,4,23,2018,1,31,Wednseday
delivered,15894.00,2,1,credit_card,5,25,6,31,2017,12,2,Saturday
delivered,3132.00,1,1,credit_card,6,16,10,26,2018,3,7,Wednseday
delivered,12588.00,1,1,credit_card,4,12,29,41,2017,5,26,Friday
delivered,9310.00,1,1,boleto,1,9,15,24,2017,11,27,Monday
delivered,9522.00,3,1,credit_card,1,16,11,27,2017,11,7,Tuesday
delivered,67369.00,10,1,credit_card,3,7,10,17,2017,11,20,Monday
delivered,15310.00,3,1,credit_card,5,13,13,26,2017,12,13,Wednseday
delivered,24540.00,1,1,credit_card,1,8,20,28,2017,5,23,Tuesday
delivered,5559.00,4,1,credit_card,4,12,14,26,2017,8,11,Friday
delivered,8412.00,3,1,credit_card,4,18,6,24,2017,11,26,Sunday
delivered,5859.00,1,1,credit_card,2,33,0,33,2017,7,16,Sunday
delivered,7084.00,1,1,boleto,8,11,-4,7,2018,8,2,Thursday
delivered,5885.00,1,1,boleto,1,6,24,30,2018,5,2,Wednseday
delivered,49644.00,5,1,credit_card,2,3,12,15,2018,2,18,Sunday
delivered,4277.00,1,1,credit_card,2,16,5,21,2017,3,21,Tuesday
delivered,10948.00,1,1,credit_card,2,11,23,34,2017,11,25,Saturday
delivered,5427.00,1,1,credit_card,1,11,14,25,2017,11,19,Sunday
delivered,2803.00,1,1,credit_card,2,6,5,11,2018,8,18,Saturday
delivered,21942.00,3,1,credit_card,1,9,32,41,2018,2,28,Wednseday
delivered,34732.00,8,1,credit_card,4,5,8,13,2017,6,29,Thursday
delivered,4430.00,1,1,credit_card,2,8,17,25,2017,7,16,Sunday
delivered,4600.00,4,1,credit_card,1,11,10,21,2017,9,18,Monday
delivered,4434.00,2,1,credit_card,3,17,8,25,2018,5,18,Friday
delivered,29996.00,1,1,credit_card,3,13,28,41,2018,1,5,Friday
delivered,15000.00,1,2,voucher,2,10,10,20,2017,8,15,Tuesday
delivered,24626.00,1,1,boleto,4,12,10,22,2017,9,28,Thursday
delivered,11424.00,1,1,boleto,1,9,17,26,2018,4,19,Thursday
delivered,4801.00,1,1,boleto,6,10,5,15,2018,6,26,Tuesday
delivered,17742.00,1,1,boleto,2,5,18,23,2017,3,5,Sunday
delivered,14033.00,6,1,credit_card,1,11,39,50,2017,8,28,Monday
delivered,47272.00,8,1,credit_card,0,8,22,30,2017,7,10,Monday
delivered,5642.00,1,7,voucher,2,9,14,23,2018,4,23,Monday
delivered,17244.00,10,1,credit_card,0,8,15,23,2018,6,20,Wednseday
delivered,9952.00,5,1,credit_card,12,17,30,47,2017,2,8,Wednseday
delivered,45111.00,5,1,credit_card,4,18,4,22,2017,7,3,Monday
delivered,11103.00,10,1,credit_card,1,13,18,31,2017,12,5,Tuesday
delivered,22203.00,1,1,voucher,1,2,17,19,2018,6,24,Sunday
delivered,19795.00,8,1,credit_card,1,7,24,31,2017,3,13,Monday
delivered,18743.00,10,1,credit_card,8,15,19,34,2017,4,19,Wednseday
delivered,18584.00,5,1,credit_card,1,16,16,32,2017,12,14,Thursday
delivered,14455.00,1,1,boleto,1,9,21,30,2017,12,10,Sunday
delivered,6447.00,2,1,credit_card,0,3,5,8,2018,8,7,Tuesday
delivered,6413.00,1,1,boleto,2,10,20,30,2018,4,15,Sunday
delivered,5750.00,1,1,boleto,1,6,14,20,2017,12,21,Thursday
delivered,4522.00,1,1,credit_card,5,14,14,28,2018,2,14,Wednseday
delivered,87252.00,1,1,credit_card,6,19,26,45,2018,1,9,Tuesday
delivered,5678.00,1,1,boleto,2,9,21,30,2018,7,22,Sunday
delivered,7436.00,1,1,boleto,3,7,21,28,2018,8,6,Monday
delivered,6851.00,1,1,boleto,4,13,13,26,2018,7,12,Thursday
delivered,6845.00,3,1,credit_card,3,7,16,23,2018,4,16,Monday
delivered,4602.00,1,1,credit_card,1,17,7,24,2017,10,3,Tuesday
delivered,75456.00,1,1,boleto,3,16,6,22,2018,7,31,Tuesday
delivered,4822.00,1,1,credit_card,11,19,13,32,2017,7,15,Saturday
delivered,14137.00,1,1,credit_card,11,33,-6,27,2017,4,8,Saturday
delivered,5283.00,1,1,credit_card,1,9,27,36,2018,8,15,Wednseday
delivered,5670.00,1,1,boleto,2,14,10,24,2018,5,1,Tuesday
delivered,11406.00,1,1,debit_card,2,42,-15,27,2017,8,8,Tuesday
delivered,7909.00,1,1,credit_card,4,11,4,15,2018,1,18,Thursday
delivered,10328.00,1,1,boleto,7,10,6,16,2018,1,29,Monday
delivered,5390.00,1,1,credit_card,3,9,24,33,2018,4,7,Saturday
delivered,9965.00,1,1,credit_card,10,18,2,20,2017,11,24,Friday
delivered,12575.00,1,1,boleto,2,6,16,22,2017,7,26,Wednseday
delivered,9982.00,3,1,credit_card,1,7,5,12,2018,3,14,Wednseday
delivered,43650.00,1,1,boleto,9,27,14,41,2017,12,19,Tuesday
delivered,50527.00,8,1,credit_card,4,11,8,19,2017,10,12,Thursday
delivered,13448.00,3,1,credit_card,2,16,13,29,2017,11,12,Sunday
delivered,16623.00,1,1,boleto,0,18,15,33,2017,2,23,Thursday
delivered,4996.00,4,1,credit_card,2,16,18,34,2017,6,17,Saturday
delivered,15301.00,7,1,credit_card,1,8,21,29,2018,6,26,Tuesday
delivered,8716.00,1,1,credit_card,1,8,12,20,2017,11,16,Thursday
delivered,6105.00,1,1,boleto,1,6,28,34,2017,5,23,Tuesday
delivered,5769.00,1,1,credit_card,2,9,16,25,2018,4,5,Thursday
delivered,9955.00,4,1,credit_card,9,14,39,53,2018,1,13,Saturday
delivered,3610.00,1,1,credit_card,1,4,15,19,2017,7,30,Sunday
delivered,2665.00,1,4,voucher,3,17,20,37,2017,12,23,Saturday
delivered,139477.00,7,1,credit_card,17,20,-6,14,2018,2,27,Tuesday
delivered,11614.00,1,1,credit_card,4,5,12,17,2017,6,16,Friday
delivered,9100.00,3,1,credit_card,18,19,9,28,2018,3,23,Friday
delivered,375.00,1,3,voucher,4,13,22,35,2017,1,26,Thursday
delivered,21538.00,8,1,credit_card,3,6,11,17,2018,7,28,Saturday
delivered,4813.00,1,1,boleto,2,6,17,23,2017,10,11,Wednseday
delivered,25650.00,4,1,credit_card,3,17,22,39,2017,6,11,Sunday
delivered,7053.00,1,1,credit_card,0,7,6,13,2018,8,8,Wednseday
delivered,6840.00,1,1,credit_card,7,8,7,15,2018,2,14,Wednseday
delivered,26729.00,5,1,credit_card,2,7,36,43,2018,6,5,Tuesday
delivered,19857.00,4,1,credit_card,0,3,18,21,2018,8,7,Tuesday
delivered,35997.00,1,1,boleto,6,10,5,15,2018,6,13,Wednseday
delivered,12643.00,1,1,boleto,2,22,5,27,2017,4,25,Tuesday
delivered,13982.00,10,1,credit_card,2,5,10,15,2018,2,14,Wednseday
delivered,11865.00,2,1,credit_card,3,13,32,45,2017,10,13,Friday
delivered,5635.00,1,1,boleto,12,23,-1,22,2017,9,13,Wednseday
delivered,83940.00,2,1,credit_card,2,14,8,22,2018,2,28,Wednseday
delivered,7084.00,1,2,voucher,11,21,7,28,2018,7,30,Monday
delivered,4001.00,1,1,credit_card,8,13,24,37,2017,2,1,Wednseday
delivered,2503.00,2,1,credit_card,2,14,13,27,2017,3,29,Wednseday
delivered,8286.00,3,1,credit_card,1,4,1,5,2018,8,16,Thursday
delivered,6672.00,1,1,boleto,3,8,11,19,2017,10,13,Friday
delivered,20449.00,3,1,credit_card,0,12,14,26,2017,11,9,Thursday
delivered,6280.00,6,1,credit_card,3,9,16,25,2018,1,15,Monday
delivered,5974.00,1,1,boleto,2,5,2,7,2018,8,15,Wednseday
delivered,10677.00,1,1,credit_card,3,10,18,28,2018,5,7,Monday
delivered,4396.00,4,1,credit_card,3,7,20,27,2017,11,24,Friday
delivered,18032.00,2,1,credit_card,3,11,15,26,2017,11,24,Friday
delivered,10633.00,4,1,credit_card,1,13,11,24,2018,2,18,Sunday
delivered,10000.00,1,2,voucher,2,23,7,30,2018,2,17,Saturday
delivered,56153.00,1,1,debit_card,5,13,14,27,2018,3,9,Friday
delivered,4897.00,1,1,boleto,7,23,12,35,2018,1,29,Monday
delivered,11835.00,1,1,boleto,1,2,11,13,2017,8,23,Wednseday
delivered,5301.00,1,1,boleto,4,17,1,18,2017,9,16,Saturday
delivered,11490.00,1,1,boleto,2,12,21,33,2017,5,27,Saturday
delivered,2010.00,2,1,credit_card,3,7,15,22,2017,10,3,Tuesday
delivered,4934.00,1,1,credit_card,7,11,24,35,2017,12,6,Wednseday
delivered,38122.00,2,1,credit_card,1,9,19,28,2017,7,18,Tuesday
delivered,5176.00,1,1,credit_card,1,18,7,25,2017,11,27,Monday
delivered,6005.00,5,1,credit_card,1,4,14,18,2017,4,23,Sunday
delivered,5832.00,3,1,credit_card,5,6,8,14,2017,11,17,Friday
delivered,9602.00,1,1,credit_card,5,14,24,38,2017,8,11,Friday
delivered,18655.00,1,1,credit_card,2,11,14,25,2017,5,28,Sunday
delivered,18672.00,8,1,credit_card,0,8,14,22,2018,3,29,Thursday
delivered,16127.00,10,1,credit_card,3,7,9,16,2018,7,17,Tuesday
delivered,8324.00,1,1,credit_card,2,85,-66,19,2018,2,25,Sunday
delivered,4679.00,4,1,credit_card,2,15,16,31,2018,1,9,Tuesday
delivered,2634.00,2,1,credit_card,1,2,15,17,2017,10,1,Sunday
delivered,10754.00,1,1,credit_card,5,21,10,31,2017,12,22,Friday
delivered,2387.00,1,3,voucher,7,13,14,27,2017,9,22,Friday
delivered,5462.00,5,1,credit_card,0,7,14,21,2018,4,25,Wednseday
delivered,9879.00,3,1,credit_card,3,15,18,33,2018,5,20,Sunday
delivered,5536.00,1,1,boleto,0,6,17,23,2018,3,27,Tuesday
delivered,6150.00,1,1,boleto,6,10,14,24,2018,7,7,Saturday
delivered,6265.00,1,1,credit_card,5,6,8,14,2018,2,9,Friday
delivered,16808.00,2,1,credit_card,2,9,11,20,2017,11,7,Tuesday
delivered,16720.00,1,1,credit_card,1,6,14,20,2017,12,14,Thursday
delivered,1341.00,1,2,voucher,1,6,29,35,2018,7,24,Tuesday
delivered,16479.00,1,1,credit_card,2,11,8,19,2018,5,13,Sunday
delivered,5063.00,1,1,credit_card,4,22,0,22,2017,8,14,Monday
delivered,20708.00,1,1,boleto,1,10,18,28,2018,1,22,Monday
delivered,7309.00,5,1,credit_card,3,12,7,19,2017,11,18,Saturday
delivered,12899.00,1,2,voucher,1,7,22,29,2018,8,13,Monday
delivered,39173.00,8,1,credit_card,4,19,13,32,2017,6,4,Sunday
delivered,3617.00,1,1,boleto,3,12,8,20,2018,2,24,Saturday
delivered,61056.00,1,1,credit_card,5,12,18,30,2017,4,29,Saturday
delivered,16861.00,1,1,boleto,1,7,14,21,2018,1,18,Thursday
delivered,5229.00,1,1,credit_card,6,17,8,25,2017,11,25,Saturday
delivered,4145.00,1,2,voucher,3,10,10,20,2017,7,21,Friday
delivered,6177.00,4,1,credit_card,1,12,14,26,2017,7,12,Wednseday
delivered,8086.00,1,1,credit_card,10,16,4,20,2018,7,31,Tuesday
